text,label,Preprocessed
"3.3 Energy Investments APA has interests in a number of complementary energy investments across Australia, including SEA Gas Pipeline, Energy Infrastructure Investments (“EII”), Ethane Pipeline Income Fund, EII2, GDI and Diamantina and Leichhardt Power Stations (collectively “DPS”).",0,"['3.3', 'energy', 'investment', 'apa', 'interest', 'number', 'complementary', 'energy', 'investment', 'across', 'australia', 'including', 'sea', 'gas', 'pipeline', 'energy', 'infrastructure', 'investment', 'eii', 'ethane', 'pipeline', 'income', 'fund', 'eii2', 'gdi', 'diamantina', 'leichhardt', 'power', 'station', 'collectively', 'dp']"
"Renewable Energies Business Model (On-site/Off-site Types) In August 2019, we executed a basic self-consigned energy service agreement with Sony that leverages Japan’s first megawatt class solar power plant.",0,"['renewable', 'energy', 'business', 'model', 'on-site/off-site', 'type', 'august', '2019', 'executed', 'basic', 'self-consigned', 'energy', 'service', 'agreement', 'sony', 'leverage', 'japan', 'first', 'megawatt', 'class', 'solar', 'power', 'plant']"
"In order to achieve the objective of sustainable development, the Company has set clean production and zero incident as the promotion direction of environmental protection and safety and health.",1,"['order', 'achieve', 'objective', 'sustainable', 'development', 'company', 'set', 'clean', 'production', 'zero', 'incident', 'promotion', 'direction', 'environmental', 'protection', 'safety', 'health']"
"To bring us up to 800, we're saying that we're buying equipment to do 2,000 megawatts -- up to 2,000 megawatts beyond the 800 and 350 megawatts, at least, of repowering.",0,"['bring', 'u', '800', 'saying', 'buying', 'equipment', '2,000', 'megawatt', '2,000', 'megawatt', 'beyond', '800', '350', 'megawatt', 'least', 'repowering']"
"I said they'd be low medium underlying growth rates for the year, they could surprise me because of the other businesses coming back.",0,"['said', 'low', 'medium', 'underlying', 'growth', 'rate', 'year', 'could', 'surprise', 'business', 'coming', 'back']"
"The Mack LR Electric model is suitable for refuse customers, whether commercial or municipal, seeking a zero-emissions truck that aligns with their own environmental goals and local emissions regulations.",1,"['mack', 'lr', 'electric', 'model', 'suitable', 'refuse', 'customer', 'whether', 'commercial', 'municipal', 'seeking', 'zero-emissions', 'truck', 'aligns', 'environmental', 'goal', 'local', 'emission', 'regulation']"
"We will collaborate with various corporations with a view to realizing a low-carbon society, working to develop and popularize domestic renewable energy power sources by participating in investment funds and related activities.",1,"['collaborate', 'various', 'corporation', 'view', 'realizing', 'low-carbon', 'society', 'working', 'develop', 'popularize', 'domestic', 'renewable', 'energy', 'power', 'source', 'participating', 'investment', 'fund', 'related', 'activity']"
"And what that is, is when we've expensed -- when starting the new rules many, many years ago expensing stock option, RSO grants and so forth, you charge the P&L for the Black-Scholes amount.",0,"['expensed', 'starting', 'new', 'rule', 'many', 'many', 'year', 'ago', 'expensing', 'stock', 'option', 'rso', 'grant', 'forth', 'charge', 'p', 'l', 'black-scholes', 'amount']"
"Our approach to investing in public investments, which include fixed income and public equities, is to focus on high-quality investments that can generate sustainable income and growth, which we believe results in more consistent returns and lower volatility.",0,"['approach', 'investing', 'public', 'investment', 'include', 'fixed', 'income', 'public', 'equity', 'focus', 'high-quality', 'investment', 'generate', 'sustainable', 'income', 'growth', 'believe', 'result', 'consistent', 'return', 'lower', 'volatility']"
"So our view is, right now, invest in that and keep the minimal investment that we have going on in that business to maintain the flexibility that we have, generate positive EBITDAs and cash flow in that business.",0,"['view', 'right', 'invest', 'keep', 'minimal', 'investment', 'going', 'business', 'maintain', 'flexibility', 'generate', 'positive', 'ebitda', 'cash', 'flow', 'business']"
We do have a -- it's obviously a big portfolio of brands.,0,"['obviously', 'big', 'portfolio', 'brand']"
"The Company continues to invest in state-of-the-art technology to drive innovation and performance, including asphalt plants that use more recycled products and substantially less energy.",1,"['company', 'continues', 'invest', 'state-of-the-art', 'technology', 'drive', 'innovation', 'performance', 'including', 'asphalt', 'plant', 'use', 'recycled', 'product', 'substantially', 'le', 'energy']"
"In a general sense, we always strive to reduce cost, but we're really pretty close to -- pretty close to the edge right now.",0,"['general', 'sense', 'always', 'strive', 'reduce', 'cost', 'really', 'pretty', 'close', 'pretty', 'close', 'edge', 'right']"
"Similarly, in the field of renewable energies, the Group’s experience with outsized structures will stand it in good stead in the effort to capture energy in the air or on the seafloor.",1,"['similarly', 'field', 'renewable', 'energy', 'group', 'experience', 'outsized', 'structure', 'stand', 'good', 'stead', 'effort', 'capture', 'energy', 'air', 'seafloor']"
"Environmental performance – On the Environment Agency’s latest assessment (2012/13 draft report), which covers a broad range of operational metrics, UU is an upper quartile company.",0,"['environmental', 'performance', 'environment', 'agency', 'latest', 'assessment', '2012/13', 'draft', 'report', 'cover', 'broad', 'range', 'operational', 'metric', 'uu', 'upper', 'quartile', 'company']"
"And with regard to CO2 pipelines, if I understood the question correctly, like I said, clearly we are looking for new opportunities there.",0,"['regard', 'co2', 'pipeline', 'understood', 'question', 'correctly', 'like', 'said', 'clearly', 'looking', 'new', 'opportunity']"
"We're not -- again, we don't predict beyond the first quarter for our exact guidance.",0,"[""n't"", 'predict', 'beyond', 'first', 'quarter', 'exact', 'guidance']"
"Details of our efforts in promoting sustainability in our marketplace, workplace, community and environment are set out in our 2016 CSR Report which will be available on the HKEX Group website together with this Annual Report.",0,"['detail', 'effort', 'promoting', 'sustainability', 'marketplace', 'workplace', 'community', 'environment', 'set', '2016', 'csr', 'report', 'available', 'hkex', 'group', 'website', 'together', 'annual', 'report']"
"However, I also see a need to translate this busi- ness into concrete numbers or present it as a clear busi- ness model.",0,"['however', 'also', 'see', 'need', 'translate', 'busi-', 'ness', 'concrete', 'number', 'present', 'clear', 'busi-', 'ness', 'model']"
I mentioned continued focus on cost savings which will clearly be a part of this.,0,"['mentioned', 'continued', 'focus', 'cost', 'saving', 'clearly', 'part']"
Chlor-Alkali and Vinyl The Chlor-Alkali and Vinyl business provides cost-advantaged chlorine and caustic soda supply and integration for the Polyurethanes business.,0,"['chlor-alkali', 'vinyl', 'chlor-alkali', 'vinyl', 'business', 'provides', 'cost-advantaged', 'chlorine', 'caustic', 'soda', 'supply', 'integration', 'polyurethane', 'business']"
"Ma- naged by NEoT Capital, NEoT Offgrid Africa is a platform that invests in distributed renewable energy projects in Africa.",1,"['ma-', 'naged', 'neot', 'capital', 'neot', 'offgrid', 'africa', 'platform', 'invests', 'distributed', 'renewable', 'energy', 'project', 'africa']"
"The Lamphun Mine and Li District Municipal Office organized a volunteer activity to build check dams at Huay Khaeng Upstream Forest in Moo 17, Li Sub-district, Li District, to preserve forests.",1,"['lamphun', 'mine', 'li', 'district', 'municipal', 'office', 'organized', 'volunteer', 'activity', 'build', 'check', 'dam', 'huay', 'khaeng', 'upstream', 'forest', 'moo', '17', 'li', 'sub-district', 'li', 'district', 'preserve', 'forest']"
"In August 2013, a two-phase separation plan was approved, which included a line speed reduction in June 2014, ahead of the final closure.",0,"['august', '2013', 'two-phase', 'separation', 'plan', 'approved', 'included', 'line', 'speed', 'reduction', 'june', '2014', 'ahead', 'final', 'closure']"
"Its teams’ energy management know-how also enables it to improve the energy efficiency of industrial processes and buildings, actively helping to reduce its customers’ carbon impact.",1,"['team', 'energy', 'management', 'know-how', 'also', 'enables', 'improve', 'energy', 'efficiency', 'industrial', 'process', 'building', 'actively', 'helping', 'reduce', 'customer', 'carbon', 'impact']"
RETIREMENT BENEFIT SCHEMES The Group has established various retirement benefit schemes for the benefit of its staff in Hong Kong and overseas.,0,"['retirement', 'benefit', 'scheme', 'group', 'established', 'various', 'retirement', 'benefit', 'scheme', 'benefit', 'staff', 'hong', 'kong', 'overseas']"
"It also seeks to foster joint policies and actions and propose legislation to raise the quality of the installation of efficient technologies, ensure environmental benefits and dignity and, at the same time, generate savings for the public.",1,"['also', 'seek', 'foster', 'joint', 'policy', 'action', 'propose', 'legislation', 'raise', 'quality', 'installation', 'efficient', 'technology', 'ensure', 'environmental', 'benefit', 'dignity', 'time', 'generate', 'saving', 'public']"
"As for “aggressive expansion in growing markets ,” international markets are becoming increasingly important to Toyoda Gosei, and we are actively investing in markets around the world.",0,"['aggressive', 'expansion', 'growing', 'market', 'international', 'market', 'becoming', 'increasingly', 'important', 'toyoda', 'gosei', 'actively', 'investing', 'market', 'around', 'world']"
OPG makes contributions to the Nuclear Segregated Funds based on the approved ONTARIO POWER GENERATION 155 contributions to the Ontario NFWA Trust (NFWA Trust) established by OPG pursuant to the NFWA.,0,"['opg', 'make', 'contribution', 'nuclear', 'segregated', 'fund', 'based', 'approved', 'ontario', 'power', 'generation', '155', 'contribution', 'ontario', 'nfwa', 'trust', 'nfwa', 'trust', 'established', 'opg', 'pursuant', 'nfwa']"
"In this Project, KEGCO will build and operate a gas-fired combined cycle power plant in southern Thailand, and sell electricity generated by the plant to the Electricity Generating Authority of Thailand.",0,"['project', 'kegco', 'build', 'operate', 'gas-fired', 'combined', 'cycle', 'power', 'plant', 'southern', 'thailand', 'sell', 'electricity', 'generated', 'plant', 'electricity', 'generating', 'authority', 'thailand']"
CARB has now spent over $100 million trying to develop regulations in 5 years.,0,"['carb', 'spent', '100', 'million', 'trying', 'develop', 'regulation', '5', 'year']"
"The Group’s 2019 EP&L results show that 19% of Kering’s environmental impacts relate to water use and pollution, and that they are mostly in Tier 4 (production of raw materials) of its supply chains.",1,"['group', '2019', 'ep', 'l', 'result', 'show', '19', 'kering', 'environmental', 'impact', 'relate', 'water', 'use', 'pollution', 'mostly', 'tier', '4', 'production', 'raw', 'material', 'supply', 'chain']"
"And it's really on the liability side and it's really related to how we're managing our wholesale deposits, not necessarily core deposits with customers.",0,"['really', 'liability', 'side', 'really', 'related', 'managing', 'wholesale', 'deposit', 'necessarily', 'core', 'deposit', 'customer']"
Our Energy and Carbon Policy commits our operations to adopt and maintain global best practices in carbon and energy management and to minimise greenhouse gas (GHG) emissions.,1,"['energy', 'carbon', 'policy', 'commits', 'operation', 'adopt', 'maintain', 'global', 'best', 'practice', 'carbon', 'energy', 'management', 'minimise', 'greenhouse', 'gas', 'ghg', 'emission']"
"Strategically, obviously, it moves us in the direction where we want to be, which is more higher technology focused and reduces our conventional footprint.",0,"['strategically', 'obviously', 'move', 'u', 'direction', 'want', 'higher', 'technology', 'focused', 'reduces', 'conventional', 'footprint']"
"But we are looking at both getting to free cash flow neutral and maintaining our debt leverage, both of which we believe are important for the going-forward plans that we have.",0,"['looking', 'getting', 'free', 'cash', 'flow', 'neutral', 'maintaining', 'debt', 'leverage', 'believe', 'important', 'going-forward', 'plan']"
"To realize the non-carbon society aimed for under the Paris Agreement, we set a CO2 emissions reduction target with FY2031/3 as the goal.",1,"['realize', 'non-carbon', 'society', 'aimed', 'paris', 'agreement', 'set', 'co2', 'emission', 'reduction', 'target', 'fy2031/3', 'goal']"
— Broad Applications from Fuel Cell Components to Interior Components Toyota Motor Corporation’s MIRAI is the world’s first mass- produced fuel cell vehicle incorporating next-generation eco- car features.,0,"['broad', 'application', 'fuel', 'cell', 'component', 'interior', 'component', 'toyota', 'motor', 'corporation', 'mirai', 'world', 'first', 'mass-', 'produced', 'fuel', 'cell', 'vehicle', 'incorporating', 'next-generation', 'eco-', 'car', 'feature']"
"Specifically, by developing floors and ceil- ings designed to be dismantled and relocated, we can accommodate the need for relocation (restore & rebuild system) of temporary structures.",0,"['specifically', 'developing', 'floor', 'ceil-', 'ings', 'designed', 'dismantled', 'relocated', 'accommodate', 'need', 'relocation', 'restore', 'rebuild', 'system', 'temporary', 'structure']"
"This is essential to stimulate and accelerate further development of lower carbon fuels, technologies and innovations to provide the full range of energy needs for a growing and more prosperous global population.",1,"['essential', 'stimulate', 'accelerate', 'development', 'lower', 'carbon', 'fuel', 'technology', 'innovation', 'provide', 'full', 'range', 'energy', 'need', 'growing', 'prosperous', 'global', 'population']"
All guests are requested to participate in the project by contributing to a conservation fund.,0,"['guest', 'requested', 'participate', 'project', 'contributing', 'conservation', 'fund']"
The gas emission of waste-to-energy projects of the Group has fully complied with Euro 2000 Standard and the leachate treatment has met the national Grade 1 emission standard.,1,"['gas', 'emission', 'waste-to-energy', 'project', 'group', 'fully', 'complied', 'euro', '2000', 'standard', 'leachate', 'treatment', 'met', 'national', 'grade', '1', 'emission', 'standard']"
"DSM aims to step-up its financial results at the same time as pursuing its ambitions in sustainability and its beneficial impact on people’s lives, creating value in terms of People, Planet and Profit.",1,"['dsm', 'aim', 'step-up', 'financial', 'result', 'time', 'pursuing', 'ambition', 'sustainability', 'beneficial', 'impact', 'people', 'life', 'creating', 'value', 'term', 'people', 'planet', 'profit']"
"They wanted to have renewable and green power there, and they partnered with us.",0,"['wanted', 'renewable', 'green', 'power', 'partnered', 'u']"
"The permitting process requires a thorough study to determine the baseline condition of the mining site and surrounding area, an environmental impact analysis, and proposed mitigation measures to minimize and offset the environmental impact of mining operations.",1,"['permitting', 'process', 'requires', 'thorough', 'study', 'determine', 'baseline', 'condition', 'mining', 'site', 'surrounding', 'area', 'environmental', 'impact', 'analysis', 'proposed', 'mitigation', 'measure', 'minimize', 'offset', 'environmental', 'impact', 'mining', 'operation']"
"RUSAL pays special attention to establishing a constructive dialogue with state authorities and employees, business partners, the general public and expert organizations to jointly resolve health and safety issues.",0,"['rusal', 'pay', 'special', 'attention', 'establishing', 'constructive', 'dialogue', 'state', 'authority', 'employee', 'business', 'partner', 'general', 'public', 'expert', 'organization', 'jointly', 'resolve', 'health', 'safety', 'issue']"
"These relate principally to the activities of Neue Aargauer Bank and BANK-now, which are managed as part of Private Banking & Wealth Management, financing vehicles of the Group and hedging activities relating to share-based com- pensation awards.",0,"['relate', 'principally', 'activity', 'neue', 'aargauer', 'bank', 'bank-now', 'managed', 'part', 'private', 'banking', 'wealth', 'management', 'financing', 'vehicle', 'group', 'hedging', 'activity', 'relating', 'share-based', 'com-', 'pensation', 'award']"
"Since then, Orocobre Limited and Toyota Tsusho have coop- erated in setting up the business, constructing a plant for refining lithium drawn from the lake in 2013.",0,"['since', 'orocobre', 'limited', 'toyota', 'tsusho', 'coop-', 'erated', 'setting', 'business', 'constructing', 'plant', 'refining', 'lithium', 'drawn', 'lake', '2013']"
"This quarter we’re backfilling more than half of the 400,000 square foot move out that we talked in Q1 and we accomplished that through a long term expansion of one of our existing tenants.",0,"['quarter', 'backfilling', 'half', '400,000', 'square', 'foot', 'move', 'talked', 'q1', 'accomplished', 'long', 'term', 'expansion', 'one', 'existing', 'tenant']"
The Bank launched a new product – green mortgages – which offers discounts to stimulate more climate-efficient housing.,1,"['bank', 'launched', 'new', 'product', 'green', 'mortgage', 'offer', 'discount', 'stimulate', 'climate-efficient', 'housing']"
Boosting sales of energy-efficient products and encouraging a shift to low-carbon energy sources are therefore central to the strategy.,1,"['boosting', 'sale', 'energy-efficient', 'product', 'encouraging', 'shift', 'low-carbon', 'energy', 'source', 'therefore', 'central', 'strategy']"
"If you look at the management team of FivePoint, led by Emile Haddad, who we have been working -- he's been working within the company for over 20 years.",0,"['look', 'management', 'team', 'fivepoint', 'led', 'emile', 'haddad', 'working', 'working', 'within', 'company', '20', 'year']"
"Many independent energy services companies have added direct building controls capabilities, which are increasingly viewed as essential rather than optional.",0,"['many', 'independent', 'energy', 'service', 'company', 'added', 'direct', 'building', 'control', 'capability', 'increasingly', 'viewed', 'essential', 'rather', 'optional']"
"Hard to put a basis points contribution over time on that, but I think that's serious because that, in turn, is what sets up the project execution itself, right?",0,"['hard', 'put', 'basis', 'point', 'contribution', 'time', 'think', 'serious', 'turn', 'set', 'project', 'execution', 'right']"
"With the launch of our strategy, and our People First approach, we are reinforcing our commitment to our people.",0,"['launch', 'strategy', 'people', 'first', 'approach', 'reinforcing', 'commitment', 'people']"
"On June 8, 2017, the Company concluded a Joint-Venture Agreement with TEPCO FP with the aim of integrating their fuel acceptance/storage/gas transmission businesses and the existing thermal power generation businesses, etc.,",0,"['june', '8', '2017', 'company', 'concluded', 'joint-venture', 'agreement', 'tepco', 'fp', 'aim', 'integrating', 'fuel', 'acceptance/storage/gas', 'transmission', 'business', 'existing', 'thermal', 'power', 'generation', 'business', 'etc.']"
"Skikda The Skikda project is a water desalination plant located in Skikda, Algeria.",0,"['skikda', 'skikda', 'project', 'water', 'desalination', 'plant', 'located', 'skikda', 'algeria']"
And there were a few things that didn't work quite right and a few things that were unique to our business.,0,"['thing', ""n't"", 'work', 'quite', 'right', 'thing', 'unique', 'business']"
Our solar plans for Virginia also would give Dominion a zero-carbon-emitting boost.,1,"['solar', 'plan', 'virginia', 'also', 'would', 'give', 'dominion', 'zero-carbon-emitting', 'boost']"
We have been working hard to become more efficient and to achieve sustainable cost savings.,0,"['working', 'hard', 'become', 'efficient', 'achieve', 'sustainable', 'cost', 'saving']"
Renewable energy sources in particular are expected to generate growth because their irregular electricity production will necessitate greater storage capacity.,0,"['renewable', 'energy', 'source', 'particular', 'expected', 'generate', 'growth', 'irregular', 'electricity', 'production', 'necessitate', 'greater', 'storage', 'capacity']"
Our customers leverage Tastesense™ to reduce up to 30% of sugar in their finished products without sacrificing taste.,0,"['customer', 'leverage', 'tastesense™', 'reduce', '30', 'sugar', 'finished', 'product', 'without', 'sacrificing', 'taste']"
"And so our focus is around -- basically around what we call fresh and natural, but it's about just fresh and natural foods.",0,"['focus', 'around', 'basically', 'around', 'call', 'fresh', 'natural', 'fresh', 'natural', 'food']"
"It reflects the Group’s desire to support the global goal of reducing greenhouse gas emissions, consistent with the Paris Agreement.",1,"['reflects', 'group', 'desire', 'support', 'global', 'goal', 'reducing', 'greenhouse', 'gas', 'emission', 'consistent', 'paris', 'agreement']"
"CLEAN COOK STOVES is a business model that enables our company and social entrepreneurs to reach new markets with cleaner, healthier cooking solu- tions through the production and commercialization of concrete cook stoves.",0,"['clean', 'cook', 'stove', 'business', 'model', 'enables', 'company', 'social', 'entrepreneur', 'reach', 'new', 'market', 'cleaner', 'healthier', 'cooking', 'solu-', 'tions', 'production', 'commercialization', 'concrete', 'cook', 'stove']"
I mean currency had an impact on our reported SG&A as well.,0,"['mean', 'currency', 'impact', 'reported', 'sg', 'well']"
Kokkola has installed a new converter in order to reduce SO 2 emissions has begun at Harjavalta. •,1,"['kokkola', 'installed', 'new', 'converter', 'order', 'reduce', '2', 'emission', 'begun', 'harjavalta']"
Consumers are generally shopping around and switching for the best deals.,0,"['consumer', 'generally', 'shopping', 'around', 'switching', 'best', 'deal']"
We're not generating right off the bat a great big savings at $8 or $9 per precert.,0,"['generating', 'right', 'bat', 'great', 'big', 'saving', '8', '9', 'per', 'precert']"
"A little tougher to do that these days, but we still would like to see, as early as possible, some ability to get to accretiveness, either through cost reductions or synergies that the divisions may bring to each other.",0,"['little', 'tougher', 'day', 'still', 'would', 'like', 'see', 'early', 'possible', 'ability', 'get', 'accretiveness', 'either', 'cost', 'reduction', 'synergy', 'division', 'may', 'bring']"
So our 2000 lease -- our 2017 lease expiration schedule is in fantastic shape right now.,0,"['2000', 'lease', '2017', 'lease', 'expiration', 'schedule', 'fantastic', 'shape', 'right']"
"Yes, I think on the NSE side, we continue to improve our operational efficiencies.",0,"['yes', 'think', 'nse', 'side', 'continue', 'improve', 'operational', 'efficiency']"
And then we would also look beyond that if we continue to pay down and don't do an acquisition at some stock repurchases.,0,"['would', 'also', 'look', 'beyond', 'continue', 'pay', ""n't"", 'acquisition', 'stock', 'repurchase']"
And then we're setting that level to make sure that we reach cash flow neutrality by 2017.,0,"['setting', 'level', 'make', 'sure', 'reach', 'cash', 'flow', 'neutrality', '2017']"
"So I won't comment on any other deal, not my place to say.",0,"['wo', ""n't"", 'comment', 'deal', 'place', 'say']"
"And even -- that a session that Gina McCarthy was at and she even said that by 2030, she still expects 30% of the generation of this country to be coming from coal.",0,"['even', 'session', 'gina', 'mccarthy', 'even', 'said', '2030', 'still', 'expects', '30', 'generation', 'country', 'coming', 'coal']"
"As a part of rural Infrastructure development initiative, a total of 135 ponds & 64 farm ponds have been deepened and 66 streams have been widened resulting in increase of 32,52,882 cu.mt storage capacity.",0,"['part', 'rural', 'infrastructure', 'development', 'initiative', 'total', '135', 'pond', '64', 'farm', 'pond', 'deepened', '66', 'stream', 'widened', 'resulting', 'increase', '32,52,882', 'cu.mt', 'storage', 'capacity']"
Hellmann's in the US has also committed to use recycled plastic materials for all its mayonnaise and mayonnaise plastic dressing containers by 2020.,1,"['hellmann', 'u', 'also', 'committed', 'use', 'recycled', 'plastic', 'material', 'mayonnaise', 'mayonnaise', 'plastic', 'dressing', 'container', '2020']"
It is therefore necessary to secure profits in any type of external climate to steadily conduct business.,0,"['therefore', 'necessary', 'secure', 'profit', 'type', 'external', 'climate', 'steadily', 'conduct', 'business']"
"But we are again, seeing really positive signs from the new V8 Veggie Blends and the impact that's having on our vegetable juice.",0,"['seeing', 'really', 'positive', 'sign', 'new', 'v8', 'veggie', 'blend', 'impact', 'vegetable', 'juice']"
"We will integrate environmental and social principles in our businesses, ensuring that what comes from the people goes back to the people many times over.",1,"['integrate', 'environmental', 'social', 'principle', 'business', 'ensuring', 'come', 'people', 'go', 'back', 'people', 'many', 'time']"
"In the past three years, we have improved the nutritional profile of more than 20% of our products so we can offer the best food and beverages.",0,"['past', 'three', 'year', 'improved', 'nutritional', 'profile', '20', 'product', 'offer', 'best', 'food', 'beverage']"
"And then of course we balance that with earnings as well but we do constantly look at the portfolio and when we have the opportunity to through a cash acquisition, do a Verse 1031 exchange, we definitely consider that.",0,"['course', 'balance', 'earnings', 'well', 'constantly', 'look', 'portfolio', 'opportunity', 'cash', 'acquisition', 'verse', '1031', 'exchange', 'definitely', 'consider']"
"All right, let me start with the capital allocation and so forth.",0,"['right', 'let', 'start', 'capital', 'allocation', 'forth']"
The 40 kilometre main access road was completed in December and the river terminals are expected to be operational in Q1 2017.,0,"['40', 'kilometre', 'main', 'access', 'road', 'completed', 'december', 'river', 'terminal', 'expected', 'operational', 'q1', '2017']"
"Our strategy its current business whenever possible, and progressively reduce the carbon intensity of its activity and its customers.",1,"['strategy', 'current', 'business', 'whenever', 'possible', 'progressively', 'reduce', 'carbon', 'intensity', 'activity', 'customer']"
"I have said in the past that our core portfolio is a low-cost, environmentally controlled portfolio.",0,"['said', 'past', 'core', 'portfolio', 'low-cost', 'environmentally', 'controlled', 'portfolio']"
We are not only increasing our own renewable power capacity but also promoting wider development of renewable energy power sources.,1,"['increasing', 'renewable', 'power', 'capacity', 'also', 'promoting', 'wider', 'development', 'renewable', 'energy', 'power', 'source']"
The new business division christened as “Havells Enviro” has already installed a total of 3.5 MW rooftop solar system at your Company’s Faridabad Plant and Alwar Plant.,0,"['new', 'business', 'division', 'christened', 'havells', 'enviro', 'already', 'installed', 'total', '3.5', 'mw', 'rooftop', 'solar', 'system', 'company', 'faridabad', 'plant', 'alwar', 'plant']"
"In addition, gate-to-gate is relatively new, but it increases the amount of real estate that we have to sell in advertising and sponsorship deals.",0,"['addition', 'gate-to-gate', 'relatively', 'new', 'increase', 'amount', 'real', 'estate', 'sell', 'advertising', 'sponsorship', 'deal']"
One of these HCV areas encompasses 622 hectares in the Jequitinhonha Valley in the state of Minas Gerais near the Araçuaí River Environmental Preservation Area and the Acauã Ecological Station.,0,"['one', 'hcv', 'area', 'encompasses', '622', 'hectare', 'jequitinhonha', 'valley', 'state', 'mina', 'gerais', 'near', 'araçuaí', 'river', 'environmental', 'preservation', 'area', 'acauã', 'ecological', 'station']"
"Focusing in on viable technologies We will co-develop decarbonised fuel types together with technology developers, researchers, investors, customers and other shipping companies and logistics providers.",1,"['focusing', 'viable', 'technology', 'co-develop', 'decarbonised', 'fuel', 'type', 'together', 'technology', 'developer', 'researcher', 'investor', 'customer', 'shipping', 'company', 'logistics', 'provider']"
I think that the environment has obviously been very favorable for all of the carriers.,0,"['think', 'environment', 'obviously', 'favorable', 'carrier']"
"Social review continued Fairness Our commitment is to ensure everyone working on our behalf, in an environment we control, is given equal opportunities, protected from discrimination and paid at least the Foundation Living Wage.",0,"['social', 'review', 'continued', 'fairness', 'commitment', 'ensure', 'everyone', 'working', 'behalf', 'environment', 'control', 'given', 'equal', 'opportunity', 'protected', 'discrimination', 'paid', 'least', 'foundation', 'living', 'wage']"
"A green podium roof, highly efficient chilled water plant, heat recovery, low-loss transformers and state-of-the-art UPS systems are among the many features designed for environmental sustainability.",1,"['green', 'podium', 'roof', 'highly', 'efficient', 'chilled', 'water', 'plant', 'heat', 'recovery', 'low-loss', 'transformer', 'state-of-the-art', 'ups', 'system', 'among', 'many', 'feature', 'designed', 'environmental', 'sustainability']"
"So, again, our view is that dual fuels would be seeing the impact seen maybe 2014 beginning 2015 depends on the conversion timing and it would probably be a couple of years later before you'd see the Ashkelon project.",0,"['view', 'dual', 'fuel', 'would', 'seeing', 'impact', 'seen', 'maybe', '2014', 'beginning', '2015', 'depends', 'conversion', 'timing', 'would', 'probably', 'couple', 'year', 'later', 'see', 'ashkelon', 'project']"
"The flaring down project of the M’Boundi field was completed during the year with a decrease of approximately 64 mmcf in daily volumes of gas flaring, thus achieving the zero flaring target in the area.",1,"['flaring', 'project', 'boundi', 'field', 'completed', 'year', 'decrease', 'approximately', '64', 'mmcf', 'daily', 'volume', 'gas', 'flaring', 'thus', 'achieving', 'zero', 'flaring', 'target', 'area']"
"So we're expecting to be able to continue to increase our capability to generate revenue, while strengthening -- shrinking our footprints.",1,"['expecting', 'able', 'continue', 'increase', 'capability', 'generate', 'revenue', 'strengthening', 'shrinking', 'footprint']"
"And then finally, we're really -- we're benefiting from disciplined cost management, and part of that is just a maniacal focus on cost and the restructuring benefits.",0,"['finally', 'really', 'benefiting', 'disciplined', 'cost', 'management', 'part', 'maniacal', 'focus', 'cost', 'restructuring', 'benefit']"
Providing safe and reliable power to customers is our top priority.,0,"['providing', 'safe', 'reliable', 'power', 'customer', 'top', 'priority']"
"Since the beginning of the pandemic, Reliance has supplied over 55,000 MT of medical grade liquid oxygen across the country.",0,"['since', 'beginning', 'pandemic', 'reliance', 'supplied', '55,000', 'mt', 'medical', 'grade', 'liquid', 'oxygen', 'across', 'country']"
"But they're certainly interested in energy efficiency and we think down the road, it'll be a plus.",0,"['certainly', 'interested', 'energy', 'efficiency', 'think', 'road', 'plus']"
"And basically, what we're doing is getting ready for the growth that we think will start kicking off in this 3- to 5-year horizon.",0,"['basically', 'getting', 'ready', 'growth', 'think', 'start', 'kicking', '3-', '5-year', 'horizon']"
"I mean our view is we can get better margins, obviously, than are available in the scrap environment today.",0,"['mean', 'view', 'get', 'better', 'margin', 'obviously', 'available', 'scrap', 'environment', 'today']"
"Decommissioning Engineering Company, TEPCO strove to mitigate risk caused by contaminated water, putting the utmost priority on purifying heavily contaminated water by taking a multi-layered approach that consists of seven aspects, including ALPS multi-nuclide removal equip- ment.",1,"['decommissioning', 'engineering', 'company', 'tepco', 'strove', 'mitigate', 'risk', 'caused', 'contaminated', 'water', 'putting', 'utmost', 'priority', 'purifying', 'heavily', 'contaminated', 'water', 'taking', 'multi-layered', 'approach', 'consists', 'seven', 'aspect', 'including', 'alp', 'multi-nuclide', 'removal', 'equip-', 'ment']"
"The only change to that, Chip, is if energy prices would spike and go up, we're going to see benefits in terms of cost avoidance because basically, we buy no fossil fuel at Valdosta, everything's self-generated.",0,"['change', 'chip', 'energy', 'price', 'would', 'spike', 'go', 'going', 'see', 'benefit', 'term', 'cost', 'avoidance', 'basically', 'buy', 'fossil', 'fuel', 'valdosta', 'everything', 'self-generated']"
And you can see we did achieve our $25 million savings.,0,"['see', 'achieve', '25', 'million', 'saving']"
"Well, as we said in previous quarters, we have continued to evaluate and look at different things where we see if we had extraordinary value.",0,"['well', 'said', 'previous', 'quarter', 'continued', 'evaluate', 'look', 'different', 'thing', 'see', 'extraordinary', 'value']"
"We use derivative instruments to manage market risks related to equity market, interest rate and currency fluctuations and in replication strategies for permissible investments.",0,"['use', 'derivative', 'instrument', 'manage', 'market', 'risk', 'related', 'equity', 'market', 'interest', 'rate', 'currency', 'fluctuation', 'replication', 'strategy', 'permissible', 'investment']"
